Department,Course,Section,A,B,C,D,F,A-F,GPA,I,S,U,Q,X,Total,Instructor,College,Semester,Year
ENGR,689,305,0,0,0,0,25,4.000,0,0,0,0,25,SEARS N,ENGINEERING,FALL,2019
MEID,605,300,15,82,0,0,97,3.154,1,0,0,0,98,CHICO D,ENGINEERING,FALL,2019
MEID,605,301,1,24,0,0,25,2.923,0,0,0,0,25,PETERSON T,ENGINEERING,FALL,2019
MEID,606,300,15,82,0,1,98,3.122,0,0,0,0,98,MAXWELL S,ENGINEERING,FALL,2019
MEID,606,301,4,21,0,0,25,3.160,0,0,0,0,25,PETERSON T,ENGINEERING,FALL,2019
MEID,607,300,15,82,0,0,97,3.154,0,0,0,1,98,CHEN W,ENGINEERING,FALL,2019
MEID,607,301,3,22,0,0,25,3.000,0,0,0,0,25,CHEN W,ENGINEERING,FALL,2019
MEID,619,301,4,22,0,0,26,3.153,0,0,0,0,26,WATSON P,ENGINEERING,FALL,2019
MEID,701,300,9,52,0,0,61,3.147,0,0,0,0,61,CANNADAY R,ENGINEERING,FALL,2019
MEID,701,301,5,39,0,0,44,3.113,0,0,0,0,44,CANNADAY R,ENGINEERING,FALL,2019
MEID,701,303,5,20,0,0,25,3.200,0,0,0,0,25,CANNADAY R,ENGINEERING,FALL,2019
MEID,704,300,8,52,1,0,61,3.098,0,0,0,0,61,JONES K,ENGINEERING,FALL,2019
MEID,704,301,6,36,2,0,44,3.045,0,0,0,0,44,JONES K,ENGINEERING,FALL,2019
MEID,704,302,5,20,0,0,25,3.200,0,0,0,0,25,JONES K,ENGINEERING,FALL,2019
MEID,706,300,9,52,0,0,61,3.147,0,0,0,0,61,GLASER S,ENGINEERING,FALL,2019
MEID,706,301,7,37,0,0,44,3.159,0,0,0,0,44,GLASER S,ENGINEERING,FALL,2019
MEID,706,303,4,21,0,0,25,3.160,0,0,0,0,25,GLASER S,ENGINEERING,FALL,2019
MEID,707,300,11,48,1,1,61,3.098,0,0,0,0,61,BRANDT P,ENGINEERING,FALL,2019
MEID,707,301,5,39,0,0,44,3.113,0,0,0,0,44,BRANDT P,ENGINEERING,FALL,2019
MEID,707,303,4,20,1,0,25,3.080,0,0,0,0,25,BRANDT P,ENGINEERING,FALL,2019
MEID,708,300,9,51,0,0,60,3.150,1,0,0,0,61,MEININGER C,ENGINEERING,FALL,2019
MEID,708,301,8,37,0,0,45,3.177,0,0,0,0,45,MEININGER C,ENGINEERING,FALL,2019
MEID,708,303,3,21,0,0,24,3.125,0,0,0,0,24,MEININGER C,ENGINEERING,FALL,2019
