Department,Course,Section,A,B,C,D,F,A-F,GPA,I,S,U,Q,X,Total,Instructor,College,Semester,Year
ASCC,289,200,19,3,0,0,1,23,0.000,0,0,0,0,0,23,DVORACEK M,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
ASCC,289,201,10,3,2,3,1,19,0.000,0,0,0,0,0,19,MCCLURE M,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
ASCC,289,202,17,1,4,0,1,23,0.000,0,0,0,0,0,23,LAUGHLIN T,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
ASCC,289,205,17,1,0,1,0,19,0.000,0,0,0,0,0,19,DIXON C,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
ASCC,289,206,12,1,1,0,0,14,0.000,0,0,0,0,0,14,JONES M,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
ASCC,289,207,18,1,0,1,0,20,0.000,0,0,0,0,0,20,HURLEY J,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
ASCC,289,208,18,1,0,0,0,19,0.000,0,0,0,0,0,19,MCCORMICK M,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
ASCC,289,209,17,2,2,0,0,21,0.000,0,0,0,0,0,21,STAHR R,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
ASCC,289,210,11,3,3,0,0,17,0.000,0,0,0,0,0,17,OLIVER B,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
AGCJ,305,700,23,4,0,0,0,27,3.851,0,0,0,0,0,27,WALTHER D,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
AGCJ,313,900,1,9,0,0,1,11,2.818,0,0,0,0,0,11,WAGNER S,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
AGCJ,314,900,7,2,3,0,0,12,3.333,0,0,0,0,0,12,NORRIS S,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
AGCJ,409,100,10,1,0,0,0,11,3.909,0,0,0,0,0,11,ZENT R,CENTER FOR ACAD ENHANCEMENT,SUMMER,2019
